lat,lon,tags,osm_id,osm_type,pilastro
39.8022375,8.7485579,{'tourism': 'picnic_site'},8338062741,node,turismo
39.801845,8.7487212,{'tourism': 'picnic_site'},8338062742,node,turismo
39.802163,8.7444342,{'tourism': 'picnic_site'},8338062744,node,turismo
39.7723052,8.7452485,{'tourism': 'picnic_site'},8338062745,node,turismo
39.761252,8.7626518,{'tourism': 'picnic_site'},8338062746,node,turismo
39.0686828,8.8254609,"{'ele': '765', 'tourism': 'viewpoint'}",8356704773,node,turismo
39.4798754,9.499945,"{'access': 'yes', 'archaeological_site': 'megalith', 'historic': 'archaeological_site', 'historic:civilization': 'nuragic', 'name': 'Nuraghe San Giorgio', 'wikidata': 'Q122178628'}",8367752451,node,turismo
39.2574216,9.1071945,"{'artwork_type': 'mural', 'tourism': 'artwork'}",8372736396,node,turismo
41.0054621,9.2550245,"{'direction': '180', 'tourism': 'viewpoint'}",8405782514,node,turismo
39.3405533,9.3444777,"{'access': 'private', 'name': 'Sa Barràca (Mariani de Is Passus)', 'note': 'Rifugio Privato Famiglia Frau', 'tourism': 'wilderness_hut'}",8447014680,node,turismo
40.4708929,9.4876231,"{'addr:city': 'Lùvula/Lula', 'addr:postcode': '08020', 'addr:street': 'Piazza Rosa Luxemburg', 'museum': 'art', 'name': 'Museo Arte Contemporanea Lula', 'operator': 'Associazione Julia Spazio D’Arte', 'operator:type': 'association', 'source': 'https://www.exibart.com/musei/in-sardegna-il-sogno-del-nuovo-mac-di-lula-sta-per-diventare-realta/', 'start_date': '2021-09', 'tourism': 'museum', 'website': 'https://www.maclula.com/'}",8464260986,node,turismo
39.8051063,9.2153186,"{'historic': 'ruins', 'name': 'Chiesa di Santa Cristina', 'ruins': 'church'}",8476414707,node,turismo
39.8575159,9.2618152,"{'description': 'You have to call to book the visit, minimum 3 persons.', 'fee': 'yes', 'name': 'Grotta Domus de Janas', 'natural': 'cave_entrance', 'phone': '+39 328 497 9486', 'reservation': 'required', 'tourism': 'attraction'}",8478769716,node,turismo
39.2095509,9.1244579,{'historic': 'ruins'},8486417296,node,turismo
39.2096594,9.1243872,{'historic': 'ruins'},8486417300,node,turismo
40.7261611,8.2397354,"{'direction': '0-360', 'name': 'Rocca di Teresa', 'tourism': 'viewpoint'}",8495001547,node,turismo
39.1501627,8.5194592,"{'archaeological_site': 'tomb', 'historic': 'archaeological_site', 'historic:civilization': 'nuragic', 'name': 'Domus De Janas', 'tomb': 'rock-cut'}",8505075731,node,turismo
40.6761562,8.2280594,{'tourism': 'picnic_site'},8512061817,node,turismo
39.7955731,9.4733358,"{'name': 'Vedetta punta secco', 'tourism': 'viewpoint'}",8514736609,node,turismo
39.8430377,8.7361314,"{'man_made': 'tower', 'name': ""VEDETTA SEDDA 'E ANEA"", 'tourism': 'viewpoint', 'tower:type': 'observation'}",8537159293,node,turismo
39.7717543,8.7445836,{'tourism': 'viewpoint'},8538213485,node,turismo
40.100863,8.5786816,{'tourism': 'viewpoint'},8538213491,node,turismo
40.0676027,8.5587594,{'tourism': 'viewpoint'},8538213515,node,turismo
40.2360717,8.6792147,{'tourism': 'viewpoint'},8538223123,node,turismo
39.2367563,9.5721494,"{'name': 'scoglio di Peppino', 'tourism': 'attraction', 'wheelchair': 'no'}",8551482677,node,turismo
40.7928833,9.3544106,{'tourism': 'viewpoint'},8589269829,node,turismo
40.8373014,8.8663821,"{'name': 'Piscine naturali', 'tourism': 'attraction'}",8595312863,node,turismo
40.4932914,8.4290752,"{'historic': 'archaeological_site', 'name': 'Necropoli Furrighesos'}",8595343300,node,turismo
40.4932179,8.4284208,"{'historic': 'archaeological_site', 'name': 'Necropoli Littu e Toas'}",8595346234,node,turismo
39.8475035,8.7804749,"{'artwork_type': 'statue', 'monument': 'yes', 'name': ""Madonnina S'Arangiu Aresti"", 'religion': 'christian', 'tourism': 'artwork'}",8598573258,node,turismo
40.8478392,8.8158199,"{'archaeological_site': 'fortification', 'historic': 'archaeological_site', 'name': 'Nuraghe La Furrazzedda'}",8608517994,node,turismo
39.674585,9.6046356,{'tourism': 'viewpoint'},8612425527,node,turismo
40.7187176,8.63953,"{'historic': 'ruins', 'name': 'Postazione Antiaerea'}",8622510788,node,turismo
40.9183018,8.7448064,"{'historic': 'ruins', 'name': 'Postazione Antiaerea'}",8622558451,node,turismo
40.6054371,8.2393407,"{'historic': 'ruins', 'name': 'Struttura militare della seconda guerra mondiale', 'type': 'military'}",8623800035,node,turismo
40.6184497,8.2214668,"{'historic': 'ruins', 'name': 'Camminamento militare', 'type': 'military'}",8623800036,node,turismo
40.6015754,8.2336183,"{'historic': 'ruins', 'name': 'Fortino', 'type': 'military'}",8623800037,node,turismo
40.584256,8.2144496,"{'historic': 'ruins', 'name': 'Postazione militare', 'type': 'military'}",8623800038,node,turismo
40.618813,8.2179624,"{'historic': 'ruins', 'name': 'Postazione in barbetta', 'type': 'military'}",8623800039,node,turismo
40.5998401,8.2948298,"{'building': 'bunker', 'historic': 'bunker', 'military': 'bunker', 'type': 'military'}",8623800040,node,turismo
40.6019482,8.2378568,"{'historic': 'ruins', 'name': 'Edificio militare della seconda guerra mondiale', 'type': 'military'}",8623800041,node,turismo
40.5908186,8.2510092,"{'historic': 'ruins', 'name': 'Caserma militare', 'type': 'military'}",8623800042,node,turismo
40.5997638,8.2347177,"{'historic': 'ruins', 'name': 'Fortino della seconda guerra mondiale', 'type': 'military'}",8623800044,node,turismo
40.6006671,8.2431005,"{'historic': 'ruins', 'name': 'Fortino della II guerra mondiale', 'type': 'military'}",8623800045,node,turismo
40.5983194,8.2380307,"{'historic': 'ruins', 'name': 'Fortino della II guerra mondiale', 'type': 'military'}",8623800048,node,turismo
40.6034847,8.2391954,"{'historic': 'ruins', 'name': 'Edificio militare della seconda guerra mondiale', 'type': 'military'}",8623800049,node,turismo
40.6190532,8.2149568,"{'historic': 'ruins', 'name': 'Postazione in barbetta', 'type': 'military'}",8623800051,node,turismo
40.6053829,8.2405672,"{'historic': 'ruins', 'name': 'Edificio militare della seconda guerra mondiale', 'type': 'military'}",8623800052,node,turismo
40.6179723,8.2181799,"{'historic': 'ruins', 'name': 'Postazione in barbetta', 'type': 'military'}",8623800053,node,turismo
40.605711,8.2404105,"{'historic': 'ruins', 'name': 'Edificio militare della seconda guerra mondiale', 'type': 'military'}",8623800055,node,turismo
40.593008,8.2778293,"{'building': 'bunker', 'historic': 'ruins', 'military': 'bunker'}",8623800056,node,turismo
40.6012978,8.2596577,"{'historic': 'ruins', 'name': 'Postazione in barbetta', 'type': 'military'}",8623800057,node,turismo
40.6104063,8.2426265,"{'historic': 'ruins', 'name': 'Riservetta militare', 'type': 'military'}",8623800058,node,turismo
40.6182993,8.2214681,"{'historic': 'ruins', 'name': 'Edificio militare', 'type': 'military'}",8623800059,node,turismo
40.615149,8.2370993,"{'historic': 'ruins', 'name': 'Casermetta', 'type': 'military'}",8623800060,node,turismo
40.605251,8.2406795,"{'historic': 'ruins', 'name': 'Edificio militare della seconda guerra mondiale', 'type': 'military'}",8623800061,node,turismo
40.5977775,8.2410214,"{'historic': 'ruins', 'name': 'Fortino della seconda guerra mondiale', 'type': 'military'}",8623800062,node,turismo
40.6169944,8.2198233,"{'historic': 'ruins', 'name': 'Postazione per mitragliatrice', 'type': 'military'}",8623800063,node,turismo
40.5926755,8.2604559,"{'historic': 'ruins', 'name': 'Postazione in barbetta', 'type': 'military'}",8623800064,node,turismo
40.6166258,8.2224702,"{'historic': 'ruins', 'name': 'Ricovero militare', 'type': 'military'}",8623800065,node,turismo
40.6009822,8.2535295,"{'historic': 'ruins', 'name': 'Edificio militare della seconda guerra mondiale', 'type': 'military'}",8623800066,node,turismo
40.6197242,8.2191034,"{'historic': 'ruins', 'name': 'Edificio militare', 'type': 'military'}",8623800067,node,turismo
40.5841783,8.2148169,"{'historic': 'ruins', 'name': 'Ricovero militare', 'type': 'military'}",8623800068,node,turismo
40.5924973,8.260974,"{'historic': 'ruins', 'name': 'Edificio militare', 'type': 'military'}",8623800069,node,turismo
40.5997222,8.2343325,"{'historic': 'ruins', 'name': 'Postazione militare della seconda guerra mondiale', 'type': 'military'}",8623800070,node,turismo
40.6178285,8.2191074,"{'historic': 'ruins', 'name': 'Postazione militare', 'type': 'military'}",8623800072,node,turismo
40.6186187,8.2220011,"{'historic': 'ruins', 'name': 'Edificio militare', 'type': 'military'}",8623800074,node,turismo
40.6097879,8.2425771,"{'historic': 'ruins', 'name': 'Postazione per cannone della seconda guerra mondiale', 'type': 'military'}",8623800075,node,turismo
40.6101405,8.2423159,"{'historic': 'ruins', 'name': 'Postazione per cannone della seconda guerra mondiale', 'type': 'military'}",8623800076,node,turismo
40.5982427,8.2225101,"{'historic': 'ruins', 'name': 'Edificio militare della seconda guerra mondiale', 'type': 'military'}",8623800078,node,turismo
40.5861104,8.214772,"{'historic': 'ruins', 'name': 'Deposito munizioni', 'type': 'military'}",8623800079,node,turismo
40.6195832,8.2122788,"{'historic': 'ruins', 'name': 'Postazione per mitragliatrice', 'type': 'military'}",8623800080,node,turismo
40.6021325,8.2597034,"{'historic': 'ruins', 'name': 'Postazione per cannone', 'type': 'military'}",8623800081,node,turismo
40.6165886,8.2219151,"{'historic': 'ruins', 'name': 'Ricovero militare', 'type': 'military'}",8623800082,node,turismo
40.6015361,8.2598404,"{'historic': 'ruins', 'name': 'Postazione per cannone', 'type': 'military'}",8623800083,node,turismo
40.6183318,8.2218835,"{'historic': 'ruins', 'name': 'Caserma militare', 'type': 'military'}",8623800084,node,turismo
40.6028866,8.2385323,"{'historic': 'ruins', 'name': 'Postazione militare della seconda guerra mondiale', 'type': 'military'}",8623800085,node,turismo
40.6169978,8.2217058,"{'historic': 'ruins', 'name': 'Ricovero militare', 'type': 'military'}",8623800086,node,turismo
40.6109216,8.2421927,"{'historic': 'ruins', 'name': 'Postazione per cannone', 'type': 'military'}",8623800087,node,turismo
40.6018781,8.2381906,"{'historic': 'ruins', 'name': 'Postazione militare della seconda guerra mondiale', 'type': 'military'}",8623800088,node,turismo
40.610507,8.2421823,"{'historic': 'ruins', 'name': 'Postazione per cannone', 'type': 'military'}",8623800090,node,turismo
40.6006843,8.253653,"{'historic': 'ruins', 'name': 'Caserma militare della II guerra mondiale', 'type': 'military'}",8623800091,node,turismo
40.6023226,8.238481,"{'historic': 'ruins', 'name': 'Postazione militare della seconda guerra mondiale', 'type': 'military'}",8623800092,node,turismo
40.6151078,8.2370638,"{'historic': 'ruins', 'name': 'Centrale di tiro', 'type': 'military'}",8623800093,node,turismo
40.5997758,8.2956917,"{'historic': 'ruins', 'name': 'Caposaldo XVII', 'type': 'military'}",8623800095,node,turismo
40.6099785,8.2425242,"{'historic': 'ruins', 'name': 'Sistema militare della seconda guerra mondiale con due postazioni per cannone', 'type': 'military'}",8623800096,node,turismo
40.6089767,8.2361391,"{'historic': 'ruins', 'name': 'Osservatorio militare', 'opening_hours': '24/7', 'type': 'military', 'wheelchair': 'no'}",8623800097,node,turismo
40.5922912,8.2592063,"{'historic': 'ruins', 'name': 'Caposaldo XXII', 'type': 'military'}",8623800101,node,turismo
40.6016824,8.2595099,"{'historic': 'ruins', 'name': 'Caposaldo XXI', 'type': 'military'}",8623800102,node,turismo
40.5902325,8.2526019,"{'historic': 'ruins', 'name': 'Caposaldo XXIII', 'type': 'military'}",8623800103,node,turismo
40.6124538,8.2247733,"{'historic': 'ruins', 'name': 'Caposaldo XXV', 'type': 'military'}",8623800105,node,turismo
40.6104222,8.242577,"{'historic': 'ruins', 'name': 'Batteria militare', 'type': 'military'}",8623800106,node,turismo
40.5994144,8.2374039,"{'historic': 'ruins', 'name': 'Caposaldo XXIV della seconda guerra mondiale', 'type': 'military'}",8623800107,node,turismo
40.6037821,8.2391318,"{'historic': 'ruins', 'name': 'Batteria militare della seconda guerra mondiale', 'type': 'military'}",8623800108,node,turismo
40.5864177,8.2153921,"{'historic': 'ruins', 'name': 'Batteria militare', 'type': 'military'}",8623800109,node,turismo
40.6186002,8.2194595,"{'historic': 'ruins', 'name': 'Caposaldo XXVI', 'type': 'military'}",8623800111,node,turismo
39.4715579,8.3900946,"{'historic': 'tomb', 'tomb': 'tumulus'}",8639627584,node,turismo
39.2092331,9.1244023,{'historic': 'archaeological_site'},8662490831,node,turismo
39.8001028,9.4556201,"{'name': 'Sa Canna', 'tourism': 'picnic_site'}",8676447689,node,turismo
40.3672464,9.2967792,"{'name': 'Agritourismo Costiolu', 'tourism': 'caravan_site', 'website': 'https://www.agriturismocostiolu.com/index.php'}",8749843978,node,turismo
39.2842517,9.0124263,"{'addr:city': 'Assemini', 'addr:housenumber': '88', 'addr:postcode': '09032', 'addr:street': 'Corso America', 'name': 'Scalas Giorgia', 'phone': '+390709197747', 'tourism': 'guest_house'}",8754280309,node,turismo
39.2982853,8.9968633,"{'addr:city': 'Assemini', 'addr:housenumber': '35', 'addr:postcode': '09032', 'addr:street': 'Corso Africa', 'name': 'B&B Il Girasole', 'phone': '+393393021497', 'tourism': 'guest_house'}",8755165186,node,turismo
40.3583525,9.5846902,"{'archaeological_site': 'megalith', 'historic': 'archaeological_site', 'historic:civilization': 'nuragic', 'name': 'Nuraghe Boniloghe', 'wikidata': 'Q122178941'}",8759175582,node,turismo
39.970722,9.6608033,"{'addr:housenumber': '10', 'addr:street': 'Via Vittorio Emanuele', 'name': 'Sa Crai b&b', 'tourism': 'hotel'}",8760594042,node,turismo
39.1577545,9.5109337,"{'addr:housenumber': '1', 'addr:street': 'via Campidano', 'name': 'B&B I Graniti Sardi Villasimius', 'tourism': 'hotel'}",8760594043,node,turismo
39.1101025,8.3677481,"{'addr:housenumber': '19', 'addr:street': 'Via Savoia', 'name': 'Calabisso - Gaudi B&B', 'tourism': 'hotel'}",8760594044,node,turismo
39.8974442,8.4235339,"{'addr:housenumber': '7', 'addr:street': 'Via del Bouganville', 'name': 'Sa Cannizzada', 'tourism': 'hotel'}",8760594045,node,turismo
40.5919917,8.2234336,"{'addr:housenumber': '18', 'addr:street': 'Via degli Ulivi', 'name': 'B&B La Casa Bianca di Porto Conte', 'tourism': 'hotel'}",8760753843,node,turismo
40.9046165,8.6912397,"{'addr:housenumber': '28', 'addr:street': 'Via Lombardia', 'name': 'REAL B&B PrimoSole', 'tourism': 'hotel'}",8760753844,node,turismo
41.2243546,9.4184226,"{'addr:street': 'Via Cala Chiesa', 'name': 'The Roses Garden', 'tourism': 'hotel'}",8760753845,node,turismo
40.6097023,9.749417,"{'addr:city': 'La Caletta', 'addr:housenumber': '48', 'addr:postcode': '08020', 'addr:street': 'Via Cagliari', 'email': 'info.caladellatorre@lindberghhotels.it', 'name': 'Cala della Torre Resort', 'phone': '+39 0721 63071', 'stars': '4', 'tourism': 'hotel', 'website': 'https://www.hotelcaladellatorre.com/'}",8765012678,node,turismo
39.2887116,8.4769034,{'historic': 'ruins'},8765273205,node,turismo
40.0654924,9.2434646,{'historic': 'archaeological_site'},8769398973,node,turismo
40.074132,9.6834072,"{'archaeological_site': 'megalith', 'historic': 'archaeological_site', 'megalith_type': 'nuraghe', 'name': ""Nuraghe Co'e Serra"", 'wikidata': 'Q122325515'}",8773106117,node,turismo
40.081457,9.6736732,"{'name': 'Piscine di Golgo', 'name:it': 'Piscine di Golgo', 'name:sc': 'As Piscinas', 'tourism': 'attraction', 'water': 'pond'}",8773106118,node,turismo
39.2951837,9.440127,"{'access': 'yes', 'alt_name': 'Barracca de Mundicu Carracoi', 'description': ""Luogo dove si  rifugiavano i boscaioli, uno dei primi si chiamava Raimondo Carracoi, poi Giuseppe Malloru, classe 1933 di Burcei,  fu l'ultimo boscaiolo e vivere in questo luogo"", 'ele': '865', 'historic': 'ruins', 'historic:civilization': 'modern', 'name': 'Sa Barracca de Peppinu Malloru', 'note': 'In questo Luogo si rifugiavano i boscaioli, uno dei primi si chiamava Raimondo Carracoi, poi Giuseppe Malloru, classe 1933 di Burcei, conosceva a occhi chiusi ogni metro quadro di questa sterminata foresta, un grande uomo, e  maestro di caccia', 'old_name': 'Sa Barracca de Carracoi'}",8779098638,node,turismo
40.096414,9.1835513,"{'archaeological_site': 'nuraghe', 'historic': 'archaeological_site', 'historic:civilization': 'nuragic', 'megalith_type': 'nuraghe', 'name': 'Nuraghe Nieddio', 'wikidata': 'Q122237350'}",8788587297,node,turismo
40.0850103,9.2010415,"{'alt_name': 'Nuraʔe Oseli', 'archaeological_site': 'megalith', 'description:en': '""[The Nuraghe] has a slightly elliptical plan... [a] height... of approximately 6m""\n""rubble occupies and obliterates the northern and eastern portions of the monument""\n""along the southern and western portions... a stairwell can still be made out.""', 'description:it': '""[Il nuraghe] presenta pianta leggermente ellittica, con un’altezza... di circa 6 m nel punto più elevato""\n""Un crollo... occupa e oblitera le porzioni [nord] e [est] del monumento""\n""lungo le porzioni [sud] e [ovest] si scorge ancora... un vano scala.""', 'historic': 'archaeological_site', 'historic:civilization': 'nuragic', 'megalith_type': 'nuraghe', 'name': 'Nuraghe Osséli', 'url': 'https://www.bimtaloro.it/territorio/i-comuni/ovodda/villaggio-nuragico-di-osseli/'}",8788601643,node,turismo
39.4685639,8.3972474,"{'archaeological_site': 'tumulus', 'historic': 'archaeological_site', 'historic:civilization': 'nuragic', 'man_made': 'water_well', 'name': 'Pozzo Nuragico', 'pump': 'no'}",8791287822,node,turismo
39.929893,9.5183396,"{'artwork_type': 'statue', 'name': 'San Michele Arcangelo', 'tourism': 'artwork'}",8795815256,node,turismo
39.4139148,8.407595,"{'name:de': 'Cala del Balenottero', 'tourism': 'viewpoint'}",8807137217,node,turismo
39.313079,8.4324977,"{'direction': 'NW', 'tourism': 'viewpoint'}",8811373213,node,turismo
39.5909276,8.7220915,"{'artwork_type': 'sculpture', 'name': 'Monumento delle pentole', 'tourism': 'artwork'}",8830143284,node,turismo
40.6889337,9.3125825,"{'archaeological_site': 'megalith', 'historic': 'archaeological_site', 'historic:civilization': 'nuragic', 'historic:period': 'nuragic', 'megalith_type': 'nuraghe', 'name': 'Sos Nurattolos', 'tourism': 'attraction', 'wheelchair': 'no'}",8847981777,node,turismo
40.6879721,9.3129119,"{'archaeological_site': 'megalith', 'historic': 'archaeological_site', 'historic:civilization': 'nuragic', 'megalith_type': 'nuraghe', 'tourism': 'attraction'}",8847981778,node,turismo
40.6893005,9.3128907,"{'archaeological_site': 'megalith', 'historic': 'archaeological_site', 'historic:civilization': 'nuragic', 'megalith_type': 'nuraghe', 'tourism': 'attraction'}",8847981779,node,turismo
40.9875707,9.2713927,{'tourism': 'picnic_site'},8850034117,node,turismo
40.1219363,9.3893047,"{'archaeological_site': 'megalith', 'historic': 'archaeological_site', 'historic:civilization': 'nuragic', 'historic:period': 'nuragic', 'megalith_type': 'nuraghe', 'name': 'Nuraghe Filigai', 'ruins': 'yes', 'wheelchair': 'no', 'wikidata': 'Q122181786'}",8850040231,node,turismo
41.1116172,9.5393374,"{'addr:city': 'Arzachena', 'addr:postcode': '07021', 'addr:street': 'Località Golfo del Pevero', 'air_conditioning': 'yes', 'brand': 'CPH Pevero Hotel', 'email': 'info@cphpeverohotel.com', 'internet_access': 'yes', 'internet_access:fee': 'customers', 'name': 'CPH Colonna Pevero Hotel', 'phone': '+39 0789 907009', 'stars': '5', 'tourism': 'hotel', 'website': 'https://www.cphpeverohotel.com/'}",8852531816,node,turismo
40.9213764,9.4839406,"{'addr:housenumber': '5', 'addr:street': 'Via Friuli', 'name': 'City Garden Guest House', 'tourism': 'hotel'}",8878090863,node,turismo
39.1607884,8.5128409,"{'historic': 'locomotive', 'name': 'Locomotiva FMS 101', 'tourism': 'attraction'}",8892029932,node,turismo
39.1611841,8.5104363,"{'artist_name': 'Sciola', 'artwork_type': 'sculpture', 'name': 'Pietre sonore', 'tourism': 'artwork'}",8892029947,node,turismo
39.1625659,8.5120332,"{'historic': 'monument', 'name': 'Monumento alle morti bianche'}",8892029967,node,turismo
39.1662112,8.5077175,"{'historic': 'monument', 'name': 'Obelisco morti bianche'}",8892481255,node,turismo
39.1587167,8.52463,"{'artwork_type': 'statue', 'name': 'Caterina Cittadini', 'tourism': 'artwork'}",8903708762,node,turismo
39.2239902,8.4370351,"{'archaeological_site': 'water_well', 'description': 'Sacred well', 'historic': 'archaeological_site'}",8907146594,node,turismo
39.2683982,9.2896996,"{'access': 'yes', 'historic': 'ruins', 'historic:civilization': 'nuragic', 'name': 'Nuraghe Cireddu', 'wikidata': 'Q122325538'}",8919421082,node,turismo
39.287213,9.2269808,"{'historic': 'memorial', 'memorial': 'war_memorial', 'name': 'Monumento ai Caduti di Maracalagonis'}",8919499937,node,turismo
39.2781787,9.2297245,"{'artwork_type': 'statue', 'tourism': 'artwork'}",8922334560,node,turismo
39.2783512,9.2297167,"{'historic': 'memorial', 'memorial': 'plaque'}",8922334561,node,turismo
41.219552,9.3788299,"{'historic': 'locomotive', 'name': 'Locomotiva', 'tourism': 'attraction'}",8951059658,node,turismo
40.7465435,8.5472828,"{'historic': 'locomotive', 'name': 'Locomotiva 740.017', 'tourism': 'attraction'}",8951059659,node,turismo
39.7153411,9.6738241,{'tourism': 'viewpoint'},8951869210,node,turismo
39.093745,8.6891642,"{'historic': 'castle', 'name': 'Area archeologica di Pani Lorgia (nuragica)', 'name:en': 'Archeological site (1h30m)'}",8985310619,node,turismo
41.2295592,9.3451047,"{'direction': 'NW', 'tourism': 'viewpoint'}",8985952986,node,turismo
40.2172407,9.2797177,"{'historic': 'memorial', 'memorial': 'sculpture', 'name': 'Maschera Mamuthones', 'tourism': 'attraction'}",8987223318,node,turismo
40.3972156,8.5213397,"{'name': 'Area picnic', 'tourism': 'picnic_site'}",8991485069,node,turismo
40.8170788,8.492448,{'tourism': 'picnic_site'},8995759017,node,turismo
39.0410119,8.6624159,"{'archaeological_site': 'megalith', 'historic': 'archaeological_site', 'historic:civilization': 'nuragic', 'historic:period': 'nuragic', 'megalith_type': 'nuraghe', 'name': 'Nuraghe de Frois', 'ruins': 'yes', 'wheelchair': 'no'}",9004403729,node,turismo
40.1665003,9.2635781,"{'archaeological_site': 'megalith', 'historic': 'archaeological_site', 'historic:civilization': 'prehistoric', 'historic:era': 'pre-nuragic', 'historic:period': 'stone-age', 'megalith_type': 'menhir', 'name': ""Menhir di Sa Perda Longa o S'Itria""}",9007163717,node,turismo
39.3566119,9.387882,{'tourism': 'viewpoint'},9019814777,node,turismo
40.0864116,8.4984505,"{'archaeological_site': 'settlement', 'historic': 'archaeological_site', 'name': 'Scavi di Cornus'}",9035407046,node,turismo
39.9034819,8.5246536,"{'air_conditioning': 'yes', 'brand': 'Pradelli Hotel Group', 'internet_access': 'yes', 'internet_access:fee': 'customers', 'name': 'Hotel Lido Beach', 'rooms': '10', 'tourism': 'hotel', 'website': 'https://www.hotellido.org/'}",9037287472,node,turismo
39.7155086,9.6740368,"{'description': 'Rock with hole', 'height': '190 m', 'name': 'Sa Perda Spampada', 'natural': 'arch', 'tourism': 'attraction', 'viewpoint': 'natural', 'wheelchair': 'no'}",9038718179,node,turismo
39.7140955,9.66764,{'tourism': 'viewpoint'},9038720907,node,turismo
39.4235699,9.3262818,{'tourism': 'viewpoint'},9047874284,node,turismo
39.2417864,9.3821066,{'tourism': 'viewpoint'},9048316958,node,turismo
39.7837578,9.6684816,"{'addr:city': 'Cardedu', 'fee': 'yes', 'name': 'Area Sosta Camper Mare Blu', 'name:it': 'Area Sosta Camper Mare Blu', 'sanitary_dump_station': 'yes', 'tourism': 'caravan_site'}",9050340485,node,turismo
38.9985187,9.0221632,{'tourism': 'viewpoint'},9054613022,node,turismo
38.9055955,8.881758,"{'addr:housenumber': '6d', 'addr:street': 'Viale degli Scolopi', 'name': 'B&B A Sa Tanca', 'tourism': 'guest_house'}",9060272717,node,turismo
41.074091,9.4487945,"{'addr:city': 'Arzachena', 'addr:housenumber': '59', 'addr:postcode': '07021', 'addr:street': 'Strada Provinciale', 'email': 'info@cascioni.com', 'internet_access': 'wlan', 'name': 'Cascioni Eco Retreat', 'opening_hours': '24/7', 'phone': '+39 347 836 4555', 'tourism': 'hotel', 'website': 'https://www.cascioni.com/'}",9066426217,node,turismo
39.9170682,9.4147234,"{'name': 'Area pic-nic', 'tourism': 'picnic_site'}",9070030440,node,turismo
40.2980685,8.5034876,{'tourism': 'viewpoint'},9071133617,node,turismo
40.8218841,9.6761213,"{'addr:city': 'San Teodoro', 'addr:postcode': '07052', 'addr:street': 'Via Tavolara', 'email': 'reservations.sardinia@baglionihotels.com', 'internet_access': 'wlan', 'name': 'Baglioni Resort Sardegna', 'name:de': 'Baglioni Resort Sardinien', 'name:en': 'Baglioni Resort Sardinia', 'opening_hours': '24/7', 'phone': '+3907841908000', 'tourism': 'hotel', 'website': 'https://www.baglionihotels.com/baglioni-resort-sardinia-san-teodoro'}",9071518017,node,turismo
39.3550192,8.3894145,{'tourism': 'viewpoint'},9071535973,node,turismo
40.0871925,9.6613115,"{'historic': 'monument', 'name': 'Faccia Litica', 'website': 'https://www.turismobaunei.eu/my-product/la-maschera-di-pietra/'}",9074853623,node,turismo
40.0904726,9.667616,"{'historic': 'archaeological_site', 'name': 'Bètilo Antropomorfo', 'website': 'https://www.turismobaunei.eu/my-product/il-betilo-antropomorfo/'}",9074867823,node,turismo
40.78584,8.1754445,"{'name': 'Agriturismo Finagliosu', 'tourism': 'guest_house'}",9095124456,node,turismo
39.2075426,9.149146,"{'fee': 'no', 'tourism': 'picnic_site'}",9095905583,node,turismo
39.1357512,9.4234831,"{'artwork_type': 'statue', 'name': 'Madonnina', 'tourism': 'artwork'}",9098652052,node,turismo
39.1318935,8.4541972,"{'historic': 'memorial', 'memorial': 'war_memorial', 'name': 'Monumeto ai caduti di Matzaccara'}",9101510043,node,turismo
39.2683428,9.3711783,{'tourism': 'viewpoint'},9103094192,node,turismo
40.1018313,8.6874331,{'tourism': 'viewpoint'},9107019357,node,turismo
39.3345453,9.2776265,"{'historic': 'archaeological_site', 'historic:civilization': 'nuragic', 'name': 'Tomba dei Giganti'}",9108410555,node,turismo
39.3229115,9.2490107,"{'historic': 'archaeological_site', 'historic:civilization': 'nuragic', 'name': 'Tomba dei Giganti'}",9108410556,node,turismo
39.3245198,9.2474201,"{'archaeological_site': 'megalith', 'historic': 'archaeological_site', 'historic:civilization': 'nuragic', 'historic:period': 'nuragic', 'megalith_type': 'nuraghe', 'name': 'Nuraghe Pirrei', 'wheelchair': 'no'}",9108410557,node,turismo
40.6572809,8.2513836,"{'name': 'Agriturismo Bonsai', 'tourism': 'guest_house'}",9108793698,node,turismo
40.8496665,9.1767007,{'tourism': 'viewpoint'},9109032591,node,turismo
40.0949376,8.6884931,"{'historic': 'archaeological_site', 'historic:civilization': 'medieval', 'name': 'Sos Prochiles'}",9110958114,node,turismo
39.2878254,9.393629,"{'check_date': '2025/12/18', 'direction': '270', 'ele': '645', 'name': 'Sa Guàrdia de Su Frucconi', 'tourism': 'viewpoint'}",9111696748,node,turismo
41.0143614,8.8644049,"{'archaeological_site': 'port', 'description': ""Tutto il lato ad est è stato usato fin dall'antichità come porto, data la sua posizione al riparo dal vento di Maestrale"", 'historic': 'archaeological_site', 'name': 'Porto antico di Isola Rossa', 'website': 'https://www.diegocrippa.com/mio-ritrovamento-relitto-di-isola-r'}",9115775781,node,turismo
39.3195674,9.5625779,{'tourism': 'viewpoint'},9116207143,node,turismo
39.2150769,9.1099122,"{'historic': 'memorial', 'memorial': 'bust', 'name': 'Giuseppe Verdi', 'subject:wikidata': 'Q7317', 'subject:wikipedia': 'it:Giuseppe Verdi'}",9117855405,node,turismo
39.2274051,9.1254657,"{'artwork_type': 'statue', 'name': 'Don Bosco e Domenico Savio', 'tourism': 'artwork'}",9121937542,node,turismo
40.8393774,9.7136483,{'historic': 'ruins'},9129006884,node,turismo
