anno,provincia,comune,tipologia,categoria,numero_strutture,letti,camere
2025,Città Metropolitana di Cagliari,Villasimius,Affittacamere,2 Stelle,3,14,10
2025,Città Metropolitana di Cagliari,Villasimius,Affittacamere,3 Stelle,10,106,47
2025,Città Metropolitana di Cagliari,Villasimius,Affittacamere,I Categoria,6,55,25
2025,Città Metropolitana di Cagliari,Villasimius,Affittacamere,II Categoria,15,113,60
2025,Città Metropolitana di Cagliari,Villasimius,Affittacamere,III Categoria,2,7,5
2025,Città Metropolitana di Cagliari,Villasimius,Albergo,1 Stella,1,20,8
2025,Città Metropolitana di Cagliari,Villasimius,Albergo,2 Stelle,1,45,23
2025,Città Metropolitana di Cagliari,Villasimius,Albergo,3 Stelle,26,756,384
2025,Città Metropolitana di Cagliari,Villasimius,Albergo,4 Stelle,8,1103,419
2025,Città Metropolitana di Cagliari,Villasimius,Albergo,5 Stelle,2,1084,386
2025,Città Metropolitana di Cagliari,Villasimius,Albergo Rurale,3 Stelle,1,20,10
2025,Città Metropolitana di Cagliari,Villasimius,Altri alloggi privati,,1662,8029,3582
2025,Città Metropolitana di Cagliari,Villasimius,Bed & Breakfast,,1,7,3
2025,Città Metropolitana di Cagliari,Villasimius,Bed & Breakfast,1 Stella,4,16,8
2025,Città Metropolitana di Cagliari,Villasimius,Bed & Breakfast,2 Stelle,5,28,13
2025,Città Metropolitana di Cagliari,Villasimius,Bed & Breakfast,3 Stelle,14,73,35
2025,Città Metropolitana di Cagliari,Villasimius,Campeggio,3 Stelle,1,959,214
2025,Città Metropolitana di Cagliari,Villasimius,Casa per ferie e ospitalità religiosa,III Categoria,1,17,9
2025,Città Metropolitana di Cagliari,Villasimius,Casa/App. vacanze,,1,10,3
2025,Città Metropolitana di Cagliari,Villasimius,Casa/App. vacanze,1 Stella,1,20,14
2025,Città Metropolitana di Cagliari,Villasimius,Casa/App. vacanze,2 Stelle,1,36,25
2025,Città Metropolitana di Cagliari,Villasimius,Casa/App. vacanze,3 Stelle,2,65,52
2025,Città Metropolitana di Cagliari,Villasimius,Casa/App. vacanze,II Categoria,6,416,152
2025,Città Metropolitana di Cagliari,Villasimius,Residenza Turistico Alberghiera (R.T.A.),2 Stelle,4,242,77
2025,Città Metropolitana di Cagliari,Villasimius,Residenza Turistico Alberghiera (R.T.A.),3 Stelle,8,712,230
2025,Città Metropolitana di Cagliari,Villasimius,Residenza Turistico Alberghiera (R.T.A.),4 Stelle,1,189,45
2025,Città Metropolitana di Cagliari,Villasimius,Villaggio albergo,4 Stelle,1,2865,914
2025,Città Metropolitana di Cagliari,Villasor,Albergo,1 Stella,1,13,11
2025,Città Metropolitana di Cagliari,Villasor,Altri alloggi privati,,6,20,9
2025,Città Metropolitana di Cagliari,Villasor,Bed & Breakfast,1 Stella,1,6,3
2025,Città Metropolitana di Cagliari,Villaspeciosa,Altri alloggi privati,,4,13,7
2025,Città Metropolitana di Cagliari,Villaspeciosa,Bed & Breakfast,,1,3,1
2025,Città Metropolitana di Cagliari,Villaspeciosa,Bed & Breakfast,1 Stella,1,4,2
2025,Città Metropolitana di Sassari,Alghero,Affittacamere,,38,271,131
2025,Città Metropolitana di Sassari,Alghero,Affittacamere,1 Stella,13,70,40
2025,Città Metropolitana di Sassari,Alghero,Affittacamere,2 Stelle,49,309,157
2025,Città Metropolitana di Sassari,Alghero,Affittacamere,3 Stelle,59,480,227
2025,Città Metropolitana di Sassari,Alghero,Affittacamere,I Categoria,5,27,19
2025,Città Metropolitana di Sassari,Alghero,Affittacamere,II Categoria,86,678,322
2025,Città Metropolitana di Sassari,Alghero,Affittacamere,III Categoria,10,84,42
2025,Città Metropolitana di Sassari,Alghero,Agriturismo,,38,491,194
2025,Città Metropolitana di Sassari,Alghero,Albergo,3 Stelle,13,999,483
2025,Città Metropolitana di Sassari,Alghero,Albergo,4 Stelle,14,3615,1457
2025,Città Metropolitana di Sassari,Alghero,Albergo,4 Stelle Superior,1,304,152
2025,Città Metropolitana di Sassari,Alghero,Albergo,5 Stelle,2,534,203
2025,Città Metropolitana di Sassari,Alghero,Albergo Rurale,1 Stella,1,7,7
2025,Città Metropolitana di Sassari,Alghero,Albergo Rurale,3 Stelle,7,265,120
2025,Città Metropolitana di Sassari,Alghero,Albergo Rurale,4 Stelle,2,112,45
2025,Città Metropolitana di Sassari,Alghero,Altri alloggi privati,,3059,13785,5892
2025,Città Metropolitana di Sassari,Alghero,Bed & Breakfast,,14,60,28
2025,Città Metropolitana di Sassari,Alghero,Bed & Breakfast,1 Stella,73,292,143
2025,Città Metropolitana di Sassari,Alghero,Bed & Breakfast,2 Stelle,98,428,221
2025,Città Metropolitana di Sassari,Alghero,Bed & Breakfast,3 Stelle,42,211,97
2025,Città Metropolitana di Sassari,Alghero,Boat & Breakfast,,6,34,15
2025,Città Metropolitana di Sassari,Alghero,Campeggio,3 Stelle,1,500,125
2025,Città Metropolitana di Sassari,Alghero,Casa per ferie e ospitalità religiosa,,1,20,7
2025,Città Metropolitana di Sassari,Alghero,Casa per ferie e ospitalità religiosa,III Categoria,5,154,93
2025,Città Metropolitana di Sassari,Alghero,Casa/App. vacanze,,8,148,68
2025,Città Metropolitana di Sassari,Alghero,Casa/App. vacanze,1 Stella,9,112,45
2025,Città Metropolitana di Sassari,Alghero,Casa/App. vacanze,2 Stelle,16,192,68
2025,Città Metropolitana di Sassari,Alghero,Casa/App. vacanze,3 Stelle,6,141,40
2025,Città Metropolitana di Sassari,Alghero,Casa/App. vacanze,I Categoria,1,8,4
2025,Città Metropolitana di Sassari,Alghero,Casa/App. vacanze,II Categoria,39,885,362
2025,Città Metropolitana di Sassari,Alghero,Casa/App. vacanze,III Categoria,7,213,71
2025,Città Metropolitana di Sassari,Alghero,Ostello,,1,76,43
2025,Città Metropolitana di Sassari,Alghero,Ostello,III Categoria,1,132,30
2025,Città Metropolitana di Sassari,Alghero,Residenza Turistico Alberghiera (R.T.A.),2 Stelle,1,275,66
2025,Città Metropolitana di Sassari,Alghero,Residenza Turistico Alberghiera (R.T.A.),3 Stelle,3,421,118
2025,Città Metropolitana di Sassari,Alghero,Residenza Turistico Alberghiera (R.T.A.),4 Stelle,1,42,25
2025,Città Metropolitana di Sassari,Alghero,Villaggio turistico,3 Stelle,2,297,61
2025,Città Metropolitana di Sassari,Alghero,Villaggio turistico,4 Stelle,1,800,270
2025,Città Metropolitana di Sassari,Alghero,Villaggio turistico,5 Stelle,1,2400,600
2025,Città Metropolitana di Sassari,Anela,Agriturismo,,1,6,5
2025,Città Metropolitana di Sassari,Ardara,Altri alloggi privati,,1,10,4
2025,Città Metropolitana di Sassari,Ardara,Bed & Breakfast,2 Stelle,1,4,3
2025,Città Metropolitana di Sassari,Banari,Affittacamere,3 Stelle,1,12,4
2025,Città Metropolitana di Sassari,Banari,Altri alloggi privati,,2,7,21
2025,Città Metropolitana di Sassari,Benetutti,Affittacamere,2 Stelle,1,8,4
2025,Città Metropolitana di Sassari,Benetutti,Affittacamere,II Categoria,1,11,4
2025,Città Metropolitana di Sassari,Benetutti,Albergo,3 Stelle,1,120,61
2025,Città Metropolitana di Sassari,Benetutti,Albergo,4 Stelle,1,46,23
2025,Città Metropolitana di Sassari,Benetutti,Bed & Breakfast,1 Stella,1,6,3
2025,Città Metropolitana di Sassari,Benetutti,Bed & Breakfast,2 Stelle,2,11,5
2025,Città Metropolitana di Sassari,Bessude,Affittacamere,II Categoria,1,6,3
2025,Città Metropolitana di Sassari,Bessude,Agriturismo,,1,7,4
2025,Città Metropolitana di Sassari,Bessude,Altri alloggi privati,,2,8,4
2025,Città Metropolitana di Sassari,Bessude,Bed & Breakfast,1 Stella,1,4,2
2025,Città Metropolitana di Sassari,Bessude,Bed & Breakfast,2 Stelle,1,3,2
2025,Città Metropolitana di Sassari,Bonnanaro,Altri alloggi privati,,5,26,12
2025,Città Metropolitana di Sassari,Bonnanaro,Bed & Breakfast,1 Stella,1,6,3
2025,Città Metropolitana di Sassari,Bono,Affittacamere,1 Stella,1,11,5
2025,Città Metropolitana di Sassari,Bono,Agriturismo,,1,14,1
2025,Città Metropolitana di Sassari,Bono,Albergo,3 Stelle,1,34,32
2025,Città Metropolitana di Sassari,Bono,Altri alloggi privati,,2,10,5
2025,Città Metropolitana di Sassari,Bono,Altri alloggi privati,3 Stelle,1,5,3
2025,Città Metropolitana di Sassari,Bono,Bed & Breakfast,3 Stelle,3,20,9
2025,Città Metropolitana di Sassari,Bonorva,Affittacamere,2 Stelle,2,20,11
2025,Città Metropolitana di Sassari,Bonorva,Affittacamere,3 Stelle,2,18,8
2025,Città Metropolitana di Sassari,Bonorva,Agriturismo,,2,12,3
2025,Città Metropolitana di Sassari,Bonorva,Altri alloggi privati,,2,12,6
2025,Città Metropolitana di Sassari,Bonorva,Bed & Breakfast,2 Stelle,3,17,9
2025,Città Metropolitana di Sassari,Bonorva,Bed & Breakfast,3 Stelle,1,5,2
2025,Città Metropolitana di Sassari,Bonorva,Casa per ferie e ospitalità religiosa,III Categoria,1,24,14
2025,Città Metropolitana di Sassari,Bonorva,Ostello,III Categoria,1,40,18
2025,Città Metropolitana di Sassari,Borutta,Bed & Breakfast,1 Stella,1,4,1
2025,Città Metropolitana di Sassari,Borutta,Casa per ferie e ospitalità religiosa,III Categoria,1,24,24
2025,Città Metropolitana di Sassari,Bottidda,Bed & Breakfast,1 Stella,2,9,32
2025,Città Metropolitana di Sassari,Bultei,Affittacamere,,1,6,2
2025,Città Metropolitana di Sassari,Bultei,Albergo,2 Stelle,1,25,15
2025,Città Metropolitana di Sassari,Bultei,Altri alloggi privati,1 Stella,1,6,3
2025,Città Metropolitana di Sassari,Bulzi,Altri alloggi privati,,2,6,3
2025,Città Metropolitana di Sassari,Burgos,Altri alloggi privati,,1,8,5
2025,Città Metropolitana di Sassari,Burgos,Bed & Breakfast,1 Stella,1,4,2
2025,Città Metropolitana di Sassari,Burgos,Bed & Breakfast,2 Stelle,1,5,3
2025,Città Metropolitana di Sassari,Castelsardo,Affittacamere,,5,49,25
2025,Città Metropolitana di Sassari,Castelsardo,Affittacamere,1 Stella,2,15,7
2025,Città Metropolitana di Sassari,Castelsardo,Affittacamere,2 Stelle,3,31,17
2025,Città Metropolitana di Sassari,Castelsardo,Affittacamere,3 Stelle,5,40,22
2025,Città Metropolitana di Sassari,Castelsardo,Affittacamere,I Categoria,1,8,4
2025,Città Metropolitana di Sassari,Castelsardo,Affittacamere,II Categoria,7,54,25
2025,Città Metropolitana di Sassari,Castelsardo,Agriturismo,,1,20,10
2025,Città Metropolitana di Sassari,Castelsardo,Albergo,2 Stelle,2,46,24
2025,Città Metropolitana di Sassari,Castelsardo,Albergo,3 Stelle,5,346,156
2025,Città Metropolitana di Sassari,Castelsardo,Albergo,4 Stelle,7,939,410
2025,Città Metropolitana di Sassari,Castelsardo,Altri alloggi privati,,830,3769,1464
2025,Città Metropolitana di Sassari,Castelsardo,Bed & Breakfast,,2,9,4
2025,Città Metropolitana di Sassari,Castelsardo,Bed & Breakfast,1 Stella,3,17,7
2025,Città Metropolitana di Sassari,Castelsardo,Bed & Breakfast,2 Stelle,18,99,46
2025,Città Metropolitana di Sassari,Castelsardo,Bed & Breakfast,3 Stelle,10,53,27
2025,Città Metropolitana di Sassari,Castelsardo,Boat & Breakfast,,1,6,3
2025,Città Metropolitana di Sassari,Castelsardo,Casa/App. vacanze,,1,6,3
2025,Città Metropolitana di Sassari,Castelsardo,Casa/App. vacanze,1 Stella,9,104,42
2025,Città Metropolitana di Sassari,Castelsardo,Casa/App. vacanze,2 Stelle,7,9,7
2025,Città Metropolitana di Sassari,Castelsardo,Casa/App. vacanze,3 Stelle,2,68,25
2025,Città Metropolitana di Sassari,Castelsardo,Casa/App. vacanze,I Categoria,3,11,8
2025,Città Metropolitana di Sassari,Castelsardo,Casa/App. vacanze,II Categoria,6,270,97
2025,Città Metropolitana di Sassari,Castelsardo,Casa/App. vacanze,III Categoria,1,6,3
2025,Città Metropolitana di Sassari,Castelsardo,Marina Resort,,1,550,550
2025,Città Metropolitana di Sassari,Castelsardo,Ostello,III Categoria,1,65,19
2025,Città Metropolitana di Sassari,Castelsardo,Residenza Turistico Alberghiera (R.T.A.),3 Stelle,2,170,52
2025,Città Metropolitana di Sassari,Castelsardo,Villaggio turistico,4 Stelle,1,351,117
2025,Città Metropolitana di Sassari,Cheremule,Affittacamere,II Categoria,1,9,3
2025,Città Metropolitana di Sassari,Cheremule,Altri alloggi privati,,2,10,4
2025,Città Metropolitana di Sassari,Chiaramonti,Agriturismo,,1,20,5
2025,Città Metropolitana di Sassari,Chiaramonti,Altri alloggi privati,,7,30,15
2025,Città Metropolitana di Sassari,Chiaramonti,Bed & Breakfast,2 Stelle,1,6,3
2025,Città Metropolitana di Sassari,Codrongianos,Affittacamere,2 Stelle,1,6,3
2025,Città Metropolitana di Sassari,Codrongianos,Affittacamere,3 Stelle,1,9,4
2025,Città Metropolitana di Sassari,Codrongianos,Affittacamere,II Categoria,1,1,1
2025,Città Metropolitana di Sassari,Codrongianos,Agriturismo,,2,14,0
2025,Città Metropolitana di Sassari,Codrongianos,Altri alloggi privati,,6,30,14
2025,Città Metropolitana di Sassari,Codrongianos,Bed & Breakfast,2 Stelle,1,4,2
2025,Città Metropolitana di Sassari,Cossoine,Altri alloggi privati,,1,2,1
2025,Città Metropolitana di Sassari,Cossoine,Bed & Breakfast,1 Stella,1,5,3
2025,Città Metropolitana di Sassari,Cossoine,Bed & Breakfast,2 Stelle,4,25,10
2025,Città Metropolitana di Sassari,Erula,Altri alloggi privati,,2,10,4
2025,Città Metropolitana di Sassari,Florinas,Altri alloggi privati,,5,34,18
2025,Città Metropolitana di Sassari,Florinas,Bed & Breakfast,2 Stelle,1,5,3
2025,Città Metropolitana di Sassari,Giave,Agriturismo,,1,8,0
2025,Città Metropolitana di Sassari,Giave,Bed & Breakfast,2 Stelle,1,7,3
2025,Città Metropolitana di Sassari,Ittireddu,Albergo diffuso,2 Stelle,1,11,7
2025,Città Metropolitana di Sassari,Ittiri,Affittacamere,II Categoria,2,20,8
2025,Città Metropolitana di Sassari,Ittiri,Agriturismo,,1,14,5
2025,Città Metropolitana di Sassari,Ittiri,Altri alloggi privati,,1,7,2
2025,Città Metropolitana di Sassari,Ittiri,Bed & Breakfast,2 Stelle,1,4,3
2025,Città Metropolitana di Sassari,Laerru,Affittacamere,III Categoria,1,3,2
2025,Città Metropolitana di Sassari,Laerru,Albergo,3 Stelle,1,16,14
2025,Città Metropolitana di Sassari,Laerru,Altri alloggi privati,,1,6,3
2025,Città Metropolitana di Sassari,Mara,Bed & Breakfast,3 Stelle,1,6,3
2025,Città Metropolitana di Sassari,Martis,Agriturismo,,2,22,9
2025,Città Metropolitana di Sassari,Martis,Altri alloggi privati,,5,32,10
2025,Città Metropolitana di Sassari,Martis,Bed & Breakfast,1 Stella,1,3,2
2025,Città Metropolitana di Sassari,Monteleone Rocca Doria,Bed & Breakfast,3 Stelle,2,11,2
2025,Città Metropolitana di Sassari,Mores,Affittacamere,3 Stelle,1,11,4
2025,Città Metropolitana di Sassari,Mores,Affittacamere,II Categoria,1,6,4
2025,Città Metropolitana di Sassari,Mores,Agriturismo,,2,14,3
2025,Città Metropolitana di Sassari,Mores,Albergo,4 Stelle,1,22,11
2025,Città Metropolitana di Sassari,Muros,Agriturismo,,1,10,4
2025,Città Metropolitana di Sassari,Muros,Bed & Breakfast,2 Stelle,1,2,1
2025,Città Metropolitana di Sassari,Nughedu San Nicolò,Affittacamere,II Categoria,1,6,3
2025,Città Metropolitana di Sassari,Nughedu San Nicolò,Campeggio,3 Stelle,1,105,29
2025,Città Metropolitana di Sassari,Nule,Altri alloggi privati,,1,4,3
2025,Città Metropolitana di Sassari,Nule,Bed & Breakfast,2 Stelle,1,3,3
2025,Città Metropolitana di Sassari,Nulvi,Agriturismo,,10,117,31
2025,Città Metropolitana di Sassari,Nulvi,Altri alloggi privati,,28,131,51
2025,Città Metropolitana di Sassari,Nulvi,Bed & Breakfast,2 Stelle,1,6,3
2025,Città Metropolitana di Sassari,Nulvi,Casa/App. vacanze,III Categoria,1,16,4
2025,Città Metropolitana di Sassari,Olmedo,Affittacamere,3 Stelle,2,15,7
2025,Città Metropolitana di Sassari,Olmedo,Affittacamere,II Categoria,2,12,9
2025,Città Metropolitana di Sassari,Olmedo,Agriturismo,,4,45,18
2025,Città Metropolitana di Sassari,Olmedo,Altri alloggi privati,,76,376,157
2025,Città Metropolitana di Sassari,Olmedo,Bed & Breakfast,1 Stella,2,8,4
2025,Città Metropolitana di Sassari,Olmedo,Bed & Breakfast,2 Stelle,5,24,13
2025,Città Metropolitana di Sassari,Olmedo,Bed & Breakfast,3 Stelle,3,14,7
2025,Città Metropolitana di Sassari,Olmedo,Campeggio,1 Stella,1,100,48
2025,Città Metropolitana di Sassari,Olmedo,Casa/App. vacanze,1 Stella,1,11,5
2025,Città Metropolitana di Sassari,Osilo,Affittacamere,,1,11,6
2025,Città Metropolitana di Sassari,Osilo,Affittacamere,II Categoria,1,3,1
2025,Città Metropolitana di Sassari,Osilo,Altri alloggi privati,,11,64,31
2025,Città Metropolitana di Sassari,Ossi,Affittacamere,,2,15,6
2025,Città Metropolitana di Sassari,Ossi,Affittacamere,2 Stelle,1,4,4
2025,Città Metropolitana di Sassari,Ossi,Affittacamere,II Categoria,1,4,1
2025,Città Metropolitana di Sassari,Ossi,Agriturismo,,1,14,0
2025,Città Metropolitana di Sassari,Ossi,Altri alloggi privati,,9,37,15
2025,Città Metropolitana di Sassari,Ossi,Bed & Breakfast,1 Stella,2,5,2
2025,Città Metropolitana di Sassari,Ossi,Bed & Breakfast,3 Stelle,2,5,4
2025,Città Metropolitana di Sassari,Ozieri,Affittacamere,3 Stelle,1,9,4
2025,Città Metropolitana di Sassari,Ozieri,Affittacamere,III Categoria,1,13,6
2025,Città Metropolitana di Sassari,Ozieri,Agriturismo,,2,14,0
2025,Città Metropolitana di Sassari,Ozieri,Albergo,3 Stelle,1,28,14
2025,Città Metropolitana di Sassari,Ozieri,Altri alloggi privati,,11,40,24
2025,Città Metropolitana di Sassari,Ozieri,Bed & Breakfast,1 Stella,3,11,6
2025,Città Metropolitana di Sassari,Ozieri,Bed & Breakfast,2 Stelle,6,27,15
2025,Città Metropolitana di Sassari,Ozieri,Bed & Breakfast,3 Stelle,3,16,8
2025,Città Metropolitana di Sassari,Ozieri,Casa/App. vacanze,II Categoria,1,12,3
2025,Città Metropolitana di Sassari,Padria,Affittacamere,2 Stelle,1,18,5
2025,Città Metropolitana di Sassari,Padria,Altri alloggi privati,,1,6,3
2025,Città Metropolitana di Sassari,Pattada,Agriturismo,,1,12,6
2025,Città Metropolitana di Sassari,Pattada,Albergo,3 Stelle,2,93,39
2025,Città Metropolitana di Sassari,Pattada,Altri alloggi privati,,2,10,3
2025,Città Metropolitana di Sassari,Perfugas,Agriturismo,,2,34,6
2025,Città Metropolitana di Sassari,Perfugas,Albergo,2 Stelle,1,18,9
2025,Città Metropolitana di Sassari,Perfugas,Altri alloggi privati,,10,55,21
2025,Città Metropolitana di Sassari,Perfugas,Bed & Breakfast,2 Stelle,1,6,3
2025,Città Metropolitana di Sassari,Perfugas,Bed & Breakfast,3 Stelle,1,6,3
2025,Città Metropolitana di Sassari,Perfugas,Campeggio,1 Stella,1,12,5
2025,Città Metropolitana di Sassari,Ploaghe,Affittacamere,,1,6,3
2025,Città Metropolitana di Sassari,Ploaghe,Affittacamere,3 Stelle,1,5,3
2025,Città Metropolitana di Sassari,Ploaghe,Altri alloggi privati,,2,9,4
2025,Città Metropolitana di Sassari,Ploaghe,Bed & Breakfast,1 Stella,3,12,5
2025,Città Metropolitana di Sassari,Ploaghe,Bed & Breakfast,3 Stelle,2,14,6
2025,Città Metropolitana di Sassari,Porto Torres,Affittacamere,,5,41,23
2025,Città Metropolitana di Sassari,Porto Torres,Affittacamere,1 Stella,2,12,6
2025,Città Metropolitana di Sassari,Porto Torres,Affittacamere,2 Stelle,3,26,11
2025,Città Metropolitana di Sassari,Porto Torres,Affittacamere,3 Stelle,3,21,10
2025,Città Metropolitana di Sassari,Porto Torres,Affittacamere,I Categoria,3,22,12
2025,Città Metropolitana di Sassari,Porto Torres,Affittacamere,II Categoria,10,86,42
2025,Città Metropolitana di Sassari,Porto Torres,Agriturismo,,2,30,14
2025,Città Metropolitana di Sassari,Porto Torres,Albergo,3 Stelle,2,126,64
2025,Città Metropolitana di Sassari,Porto Torres,Albergo,4 Stelle,1,87,36
2025,Città Metropolitana di Sassari,Porto Torres,Altri alloggi privati,,331,1436,611
2025,Città Metropolitana di Sassari,Porto Torres,Bed & Breakfast,1 Stella,1,6,3
2025,Città Metropolitana di Sassari,Porto Torres,Bed & Breakfast,2 Stelle,5,17,8
2025,Città Metropolitana di Sassari,Porto Torres,Bed & Breakfast,3 Stelle,6,26,12
2025,Città Metropolitana di Sassari,Porto Torres,Casa/App. vacanze,1 Stella,1,6,3
2025,Città Metropolitana di Sassari,Porto Torres,Casa/App. vacanze,2 Stelle,2,61,24
2025,Città Metropolitana di Sassari,Porto Torres,Casa/App. vacanze,3 Stelle,1,10,5
2025,Città Metropolitana di Sassari,Porto Torres,Casa/App. vacanze,II Categoria,4,42,16
2025,Città Metropolitana di Sassari,Porto Torres,Ostello,III Categoria,1,20,4
2025,Città Metropolitana di Sassari,Porto Torres,Residence,I Categoria,1,22,8
2025,Città Metropolitana di Sassari,Porto Torres,Residenza Turistico Alberghiera (R.T.A.),3 Stelle,1,35,12
2025,Città Metropolitana di Sassari,Pozzomaggiore,Affittacamere,3 Stelle,1,6,2
2025,Città Metropolitana di Sassari,Pozzomaggiore,Affittacamere,III Categoria,1,11,4
2025,Città Metropolitana di Sassari,Pozzomaggiore,Altri alloggi privati,,5,29,13
2025,Città Metropolitana di Sassari,Pozzomaggiore,Bed & Breakfast,1 Stella,2,11,5
2025,Città Metropolitana di Sassari,Pozzomaggiore,Bed & Breakfast,2 Stelle,3,18,7
2025,Città Metropolitana di Sassari,Pozzomaggiore,Bed & Breakfast,3 Stelle,1,6,3
2025,Città Metropolitana di Sassari,Putifigari,Affittacamere,II Categoria,1,10,6
2025,Città Metropolitana di Sassari,Putifigari,Altri alloggi privati,,9,51,22
2025,Città Metropolitana di Sassari,Putifigari,Bed & Breakfast,2 Stelle,1,4,2
2025,Città Metropolitana di Sassari,Santa Maria Coghinas,Agriturismo,,2,30,14
2025,Città Metropolitana di Sassari,Santa Maria Coghinas,Albergo,4 Stelle,1,96,36
2025,Città Metropolitana di Sassari,Santa Maria Coghinas,Altri alloggi privati,,48,204,86
2025,Città Metropolitana di Sassari,Santa Maria Coghinas,Bed & Breakfast,3 Stelle,3,20,8
2025,Città Metropolitana di Sassari,Santa Maria Coghinas,Casa/App. vacanze,3 Stelle,1,39,13
2025,Città Metropolitana di Sassari,Santa Maria Coghinas,Casa/App. vacanze,II Categoria,2,68,26
2025,Città Metropolitana di Sassari,Sassari,Affittacamere,,6,49,24
2025,Città Metropolitana di Sassari,Sassari,Affittacamere,1 Stella,6,39,22
2025,Città Metropolitana di Sassari,Sassari,Affittacamere,2 Stelle,10,88,39
2025,Città Metropolitana di Sassari,Sassari,Affittacamere,3 Stelle,9,49,26
2025,Città Metropolitana di Sassari,Sassari,Affittacamere,I Categoria,6,56,24
2025,Città Metropolitana di Sassari,Sassari,Affittacamere,II Categoria,21,161,76
2025,Città Metropolitana di Sassari,Sassari,Affittacamere,III Categoria,1,6,3
2025,Città Metropolitana di Sassari,Sassari,Agriturismo,,19,251,92
2025,Città Metropolitana di Sassari,Sassari,Albergo,3 Stelle,4,671,312
2025,Città Metropolitana di Sassari,Sassari,Albergo,4 Stelle,3,431,269
2025,Città Metropolitana di Sassari,Sassari,Altri alloggi privati,,563,2431,1057
2025,Città Metropolitana di Sassari,Sassari,Bed & Breakfast,,4,19,11
2025,Città Metropolitana di Sassari,Sassari,Bed & Breakfast,1 Stella,15,65,35
2025,Città Metropolitana di Sassari,Sassari,Bed & Breakfast,2 Stelle,25,104,52
2025,Città Metropolitana di Sassari,Sassari,Bed & Breakfast,3 Stelle,14,98,40
2025,Città Metropolitana di Sassari,Sassari,Casa per ferie e ospitalità religiosa,III Categoria,1,11,9
2025,Città Metropolitana di Sassari,Sassari,Casa/App. vacanze,1 Stella,3,63,29
2025,Città Metropolitana di Sassari,Sassari,Casa/App. vacanze,3 Stelle,1,20,4
2025,Città Metropolitana di Sassari,Sassari,Casa/App. vacanze,I Categoria,5,17,7
2025,Città Metropolitana di Sassari,Sassari,Casa/App. vacanze,II Categoria,5,33,14
2025,Città Metropolitana di Sassari,Sassari,Casa/App. vacanze,III Categoria,1,43,12
2025,Città Metropolitana di Sassari,Sassari,Residence,III Categoria,1,20,9
2025,Città Metropolitana di Sassari,Sedini,Agriturismo,,1,18,0
2025,Città Metropolitana di Sassari,Sedini,Altri alloggi privati,,11,64,28
2025,Città Metropolitana di Sassari,Sedini,Bed & Breakfast,1 Stella,1,6,3
2025,Città Metropolitana di Sassari,Sedini,Bed & Breakfast,2 Stelle,1,9,3
2025,Città Metropolitana di Sassari,Sennori,Agriturismo,,1,14,4
2025,Città Metropolitana di Sassari,Sennori,Albergo,2 Stelle,1,17,9
2025,Città Metropolitana di Sassari,Sennori,Altri alloggi privati,,38,167,71
2025,Città Metropolitana di Sassari,Sennori,Bed & Breakfast,2 Stelle,3,19,7
2025,Città Metropolitana di Sassari,Sorso,Affittacamere,,3,34,16
2025,Città Metropolitana di Sassari,Sorso,Affittacamere,1 Stella,1,3,3
2025,Città Metropolitana di Sassari,Sorso,Affittacamere,2 Stelle,1,5,3
2025,Città Metropolitana di Sassari,Sorso,Affittacamere,3 Stelle,3,35,15
2025,Città Metropolitana di Sassari,Sorso,Affittacamere,II Categoria,2,16,10
2025,Città Metropolitana di Sassari,Sorso,Affittacamere,III Categoria,2,12,3
2025,Città Metropolitana di Sassari,Sorso,Agriturismo,,3,29,6
2025,Città Metropolitana di Sassari,Sorso,Albergo,3 Stelle,2,530,227
2025,Città Metropolitana di Sassari,Sorso,Albergo,4 Stelle,2,947,476
2025,Città Metropolitana di Sassari,Sorso,Albergo Rurale,3 Stelle,1,20,18
2025,Città Metropolitana di Sassari,Sorso,Altri alloggi privati,,304,1567,700
2025,Città Metropolitana di Sassari,Sorso,Bed & Breakfast,1 Stella,3,17,7
2025,Città Metropolitana di Sassari,Sorso,Bed & Breakfast,2 Stelle,4,30,11
2025,Città Metropolitana di Sassari,Sorso,Bed & Breakfast,3 Stelle,5,29,10
2025,Città Metropolitana di Sassari,Sorso,Campeggio,4 Stelle,2,1997,685
2025,Città Metropolitana di Sassari,Sorso,Casa/App. vacanze,II Categoria,1,18,3
2025,Città Metropolitana di Sassari,Sorso,Villaggio albergo,3 Stelle,1,18,18
2025,Città Metropolitana di Sassari,Stintino,Affittacamere,,8,65,38
2025,Città Metropolitana di Sassari,Stintino,Affittacamere,2 Stelle,1,6,5
2025,Città Metropolitana di Sassari,Stintino,Affittacamere,3 Stelle,2,17,9
2025,Città Metropolitana di Sassari,Stintino,Affittacamere,II Categoria,11,95,50
2025,Città Metropolitana di Sassari,Stintino,Agriturismo,,6,74,35
2025,Città Metropolitana di Sassari,Stintino,Albergo,2 Stelle,1,18,8
2025,Città Metropolitana di Sassari,Stintino,Albergo,3 Stelle,5,356,155
2025,Città Metropolitana di Sassari,Stintino,Albergo,4 Stelle,6,1669,567
2025,Città Metropolitana di Sassari,Stintino,Albergo Rurale,2 Stelle,1,20,9
2025,Città Metropolitana di Sassari,Stintino,Albergo diffuso,3 Stelle,1,55,23
2025,Città Metropolitana di Sassari,Stintino,Altri alloggi privati,,718,3643,1453
